timestamp,run_name,model,epoch,recall@10,recall@20,recall@50,ndcg@10,ndcg@20,ndcg@50,config_hash,notes
2026/7/30 21:03,popularity_gowalla,popularity,-1,0.02916,0.04163,0.06237,0.02849,0.03169,0.03789,,
2026/7/30 21:03,itemcf_gowalla,itemcf,-1,0.07587,0.11787,0.19992,0.07129,0.0861,0.11264,,cosine top200
2026/7/31 7:30,mf_bpr_gowalla,mf,40,0.0898,0.1295,0.2045,0.0961,0.1076,0.131,,recovered from Colab console log (session recycled)
2026-08-01 22:07,lightgcn_gowalla_repro,lightgcn,440,0.1254,0.17724,0.27242,0.13694,0.15123,0.18089,,"synced from Drive 2026-08-07; verified config+history.json+summary 3-way match; no DONE marker (run predates DONE feature added in fbc7c7a) -- completion confirmed independently via history.json patience pattern (5 non-improving evals after epoch 440, matching early_stop_patience=5); R@20 -3.1% vs paper 0.183"
2026-08-04 13:35,spatial_lightgcn_k10_lam0.3,spatial_lightgcn,360,0.129,0.18335,0.28015,0.14117,0.15638,0.18647,,"synced from Drive 2026-08-07; verified config+history.json+DONE+summary 4-way match; R@20 +3.45% and NDCG@20 +3.40% vs lightgcn_gowalla_repro, best epoch 18.2% earlier (360 vs 440); sigma_km=0.21 (auto-median) and 447797 spatial edges independently reproduced 2026-08-07 by rerunning src/data/spatial_graph.py locally on data/processed/poi_coords.csv with k=10, max_dist_km=100, sigma_km=null"
2026-08-04 13:51,sasrec_gowalla,sasrec,200,0.08455,0.12577,0.2112,0.0865,0.09961,0.12664,,"synced from Drive 2026-08-07; verified config+history.json+DONE+summary 4-way match; max_len=50; best metric was still at final epoch 200 (no plateau observed), consistent with rationale for queuing a 400-epoch extended run"
